timestamp,title,price,url
2026-08-04T17:06:06+00:00,Libertarianism for Beginners,Â£51.33,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
2026-08-04T17:06:06+00:00,It's Only the Himalayas,Â£45.17,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
2026-08-05T15:48:43+00:00,A Light in the Attic,Â£51.77,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
2026-08-05T15:48:43+00:00,Tipping the Velvet,Â£53.74,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
2026-08-05T15:48:43+00:00,Soumission,Â£50.10,https://books.toscrape.com/catalogue/soumission_998/index.html
2026-08-05T15:48:43+00:00,Sharp Objects,Â£47.82,https://books.toscrape.com/catalogue/sharp-objects_997/index.html
2026-08-05T15:48:43+00:00,Sapiens: A Brief History of Humankind,Â£54.23,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
2026-08-05T15:48:43+00:00,The Requiem Red,Â£22.65,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
2026-08-05T15:48:43+00:00,The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
2026-08-05T15:48:43+00:00,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
2026-08-05T15:48:43+00:00,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
2026-08-05T15:48:43+00:00,The Black Maria,Â£52.15,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
2026-08-05T15:48:43+00:00,"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
2026-08-05T15:48:43+00:00,Shakespeare's Sonnets,Â£20.66,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
2026-08-05T15:48:43+00:00,Set Me Free,Â£17.46,https://books.toscrape.com/catalogue/set-me-free_988/index.html
2026-08-05T15:48:43+00:00,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
2026-08-05T15:48:43+00:00,Rip it Up and Start Again,Â£35.02,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
2026-08-05T15:48:43+00:00,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
2026-08-05T15:48:43+00:00,Olio,Â£23.88,https://books.toscrape.com/catalogue/olio_984/index.html
2026-08-05T15:48:43+00:00,Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
2026-08-05T15:48:43+00:00,Libertarianism for Beginners,Â£51.33,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
2026-08-05T15:48:43+00:00,It's Only the Himalayas,Â£45.17,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
2026-08-05T15:48:49+00:00,A Light in the Attic,Â£51.77,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
2026-08-05T15:48:49+00:00,Tipping the Velvet,Â£53.74,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
2026-08-05T15:48:49+00:00,Soumission,Â£50.10,https://books.toscrape.com/catalogue/soumission_998/index.html
2026-08-05T15:48:49+00:00,Sharp Objects,Â£47.82,https://books.toscrape.com/catalogue/sharp-objects_997/index.html
2026-08-05T15:48:49+00:00,Sapiens: A Brief History of Humankind,Â£54.23,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
2026-08-05T15:48:49+00:00,The Requiem Red,Â£22.65,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
2026-08-05T15:48:49+00:00,The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
2026-08-05T15:48:49+00:00,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
2026-08-05T15:48:49+00:00,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
2026-08-05T15:48:49+00:00,The Black Maria,Â£52.15,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
2026-08-05T15:48:49+00:00,"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
2026-08-05T15:48:49+00:00,Shakespeare's Sonnets,Â£20.66,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
2026-08-05T15:48:49+00:00,Set Me Free,Â£17.46,https://books.toscrape.com/catalogue/set-me-free_988/index.html
2026-08-05T15:48:49+00:00,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
2026-08-05T15:48:49+00:00,Rip it Up and Start Again,Â£35.02,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
2026-08-05T15:48:49+00:00,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
2026-08-05T15:48:49+00:00,Olio,Â£23.88,https://books.toscrape.com/catalogue/olio_984/index.html
2026-08-05T15:48:49+00:00,Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
2026-08-05T15:48:49+00:00,Libertarianism for Beginners,Â£51.33,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
2026-08-05T15:48:49+00:00,It's Only the Himalayas,Â£45.17,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
2026-08-05T15:50:25+00:00,A Light in the Attic,Â£51.77,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
2026-08-05T15:50:25+00:00,Tipping the Velvet,Â£53.74,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
2026-08-05T15:50:25+00:00,Soumission,Â£50.10,https://books.toscrape.com/catalogue/soumission_998/index.html
2026-08-05T15:50:25+00:00,Sharp Objects,Â£47.82,https://books.toscrape.com/catalogue/sharp-objects_997/index.html
2026-08-05T15:50:25+00:00,Sapiens: A Brief History of Humankind,Â£54.23,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
2026-08-05T15:50:25+00:00,The Requiem Red,Â£22.65,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
2026-08-05T15:50:25+00:00,The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
2026-08-05T15:50:25+00:00,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
2026-08-05T15:50:25+00:00,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
2026-08-05T15:50:25+00:00,The Black Maria,Â£52.15,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
2026-08-05T15:50:25+00:00,"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
2026-08-05T15:50:25+00:00,Shakespeare's Sonnets,Â£20.66,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
2026-08-05T15:50:25+00:00,Set Me Free,Â£17.46,https://books.toscrape.com/catalogue/set-me-free_988/index.html
2026-08-05T15:50:25+00:00,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
2026-08-05T15:50:25+00:00,Rip it Up and Start Again,Â£35.02,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
2026-08-05T15:50:25+00:00,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
2026-08-05T15:50:25+00:00,Olio,Â£23.88,https://books.toscrape.com/catalogue/olio_984/index.html
2026-08-05T15:50:25+00:00,Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
2026-08-05T15:50:25+00:00,Libertarianism for Beginners,Â£51.33,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
2026-08-05T15:50:25+00:00,It's Only the Himalayas,Â£45.17,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
2026-08-05T15:50:25+00:00,In Her Wake,Â£12.84,https://books.toscrape.com/in-her-wake_980/index.html
2026-08-05T15:50:25+00:00,How Music Works,Â£37.32,https://books.toscrape.com/how-music-works_979/index.html
2026-08-05T15:50:25+00:00,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Â£30.52,https://books.toscrape.com/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
2026-08-05T15:50:25+00:00,Chase Me (Paris Nights #2),Â£25.27,https://books.toscrape.com/chase-me-paris-nights-2_977/index.html
2026-08-05T15:50:25+00:00,Black Dust,Â£34.53,https://books.toscrape.com/black-dust_976/index.html
2026-08-05T15:50:25+00:00,Birdsong: A Story in Pictures,Â£54.64,https://books.toscrape.com/birdsong-a-story-in-pictures_975/index.html
2026-08-05T15:50:25+00:00,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Â£22.50,https://books.toscrape.com/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
2026-08-05T15:50:25+00:00,Aladdin and His Wonderful Lamp,Â£53.13,https://books.toscrape.com/aladdin-and-his-wonderful-lamp_973/index.html
2026-08-05T15:50:25+00:00,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Â£40.30,https://books.toscrape.com/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
2026-08-05T15:50:25+00:00,Wall and Piece,Â£44.18,https://books.toscrape.com/wall-and-piece_971/index.html
